Price,Brand,Model,Capacity,Type,RPM,Interface,Form Factor,Link
48,Seagate,ST31000424SS,1000,HDD,7200,SAS 3 Gb/s,"3.5""",https://amazon.com/dp/B003IT70KS?tag=pcbuilder00-20
48.8,Seagate,BarraCuda,1000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01LNJBA2I?tag=pcbuilder00-20
49.95,Seagate,Barracuda Pro,1000,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B078TJ17QF?tag=pcbuilder00-20
52.29,Seagate,ST31000340NS - FFP,1000,HDD,7200,SATA 3 Gb/s,"3.5""",https://amazon.com/dp/B000UC3COY?tag=pcbuilder00-20
67.99,Seagate,ST31000524AS,1000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B004IZN3YI?tag=pcbuilder00-20
69,Seagate,Constellation ES,1000,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B003IT70L2?tag=pcbuilder00-20
79.74,Seagate,ST1000NM0065,1000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B01G3S9MLU?tag=pcbuilder00-20
80.95,Seagate,Constellation ES,1000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00519B0UO?tag=pcbuilder00-20
85,Seagate,ST1000NX0423,1000,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B0150P3JIE?tag=pcbuilder00-20
89,Seagate,ST1000NX0313-30PK,1000,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00QFZ9LI6?tag=pcbuilder00-20
89.99,Seagate,ST31000528AS,1000,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B00272NHOK?tag=pcbuilder00-20
94.53,Seagate,ST1000NM000A,1000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B082T272LY?tag=pcbuilder00-20
109.99,Seagate,ST91000641SS,1000,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B004QILJ2A?tag=pcbuilder00-20
120,Seagate,ST1000NX0333-30PK,1000,HDD,7200,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B00QFZ9NB6?tag=pcbuilder00-20
125,Seagate,ST1000NM0053,1000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B00A47FPYA?tag=pcbuilder00-20
139.99,Seagate,SV35.5,1000,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B002NBHHZK?tag=pcbuilder00-20
150,Seagate,ST1000NX0363,1000,HDD,7200,SAS 12.0 Gb/s,"2.5""",https://amazon.com/dp/B00SBDZDA0?tag=pcbuilder00-20
177.49,Seagate,ST1000NX0323,1000,HDD,7200,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B00SBE5I3Q?tag=pcbuilder00-20
189.95,Seagate,ST1000NM0043,1000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00APL6YJK?tag=pcbuilder00-20
255.49,Seagate,ST1000NX0373,1000,HDD,7200,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B00Q46Q5MG?tag=pcbuilder00-20
79.99,Seagate,ST31500341AS,1500,HDD,7200,SATA 3 Gb/s,"3.5""",https://amazon.com/dp/B00066IJPQ?tag=pcbuilder00-20
128,Seagate,ST1500DM003,1500,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B005T3GRPU?tag=pcbuilder00-20
199.99,Seagate,ST10000VN000,10000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B095R8NNRY?tag=pcbuilder00-20
209.99,Seagate,ST10000NM0086,10000,HDD,7200,SATA III 6 Gb/s,"3.5""",https://amazon.com/dp/B01LXXV880?tag=pcbuilder00-20
210,Seagate,ST10000NM0016,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01DSRHFOK?tag=pcbuilder00-20
225,Seagate,ST10000VN0008,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07J35YWQY?tag=pcbuilder00-20
229.98,Seagate,ST10000VE0008,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07VBZYV1C?tag=pcbuilder00-20
235,Seagate,ST10000NM001G,10000,HDD,7200,SATA III 6 Gb/s,"3.5""",https://amazon.com/dp/B086K3R7FS?tag=pcbuilder00-20
238.9,Seagate,ST10000NM018G,10000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09C49Q3MP?tag=pcbuilder00-20
250,Seagate,BarraCuda Pro,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01IA9H22Q?tag=pcbuilder00-20
261.97,Seagate,ST10000VE001,10000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09BDCHRVM?tag=pcbuilder00-20
268.99,Seagate,ST10000VX0004,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01IA9GYAW?tag=pcbuilder00-20
269.55,Seagate,ST10000VE0004,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B0776SG16F?tag=pcbuilder00-20
269.99,Seagate,ST10000VN0008,10000,HDD,7200,SATA III (6 Gb/s),"3.5""",https://amazon.com/dp/B07J34J785?tag=pcbuilder00-20
269.99,Seagate,ST10000NE0004,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01M4FU8Y3?tag=pcbuilder00-20
283.74,Seagate,IronWolf 10Tb,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01IA9GU0Q?tag=pcbuilder00-20
284.51,Seagate,ST10000NM017B,10000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09FH71SD7?tag=pcbuilder00-20
301.78,Seagate,ST10000NM0478,10000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B082T31WWM?tag=pcbuilder00-20
962,Seagate,ST10000NM0216,10000,HDD,7200,SATA 12 Gb/s,"3.5""",https://amazon.com/dp/B01MT2C6VI?tag=pcbuilder00-20
229,Seagate,ST12000NM0007,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B0759Q9FXZ?tag=pcbuilder00-20
235,Seagate,Exos X14,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07MRLCWSQ?tag=pcbuilder00-20
239.99,Seagate,ST12000NM001G,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B086DWYFRT?tag=pcbuilder00-20
244.64,Seagate,IronWolf 12TB,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07J351T2V?tag=pcbuilder00-20
249.99,Seagate,ST12000NE0008,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07J3212N5?tag=pcbuilder00-20
258.11,Seagate,ST12000VE001,12000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B08KTMMVFZ?tag=pcbuilder00-20
266.94,Seagate,ST12000VN0008,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07J37H9Y2?tag=pcbuilder00-20
277.11,Seagate,ST12000NM000J,12000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09C4999MW?tag=pcbuilder00-20
353.99,Seagate,IronWolf 12,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07H241VJY?tag=pcbuilder00-20
355,Seagate,ST12000DM0007,12000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B075XNL17G?tag=pcbuilder00-20
428.99,Seagate,ST12000VE0008,12000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07VFRGDSW?tag=pcbuilder00-20
429.72,Seagate,ST12000NM0248,12000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B07SLK3DVT?tag=pcbuilder00-20
209.99,Seagate,ST14000NM001G,14000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07T63FDJQ?tag=pcbuilder00-20
249.99,Seagate,ST14000NE0008,14000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07H7CKYGT?tag=pcbuilder00-20
249.99,Seagate,ST14000DM001,14000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07H7CW4YT?tag=pcbuilder00-20
255.86,Seagate,ST14000NM003G,14000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07SPY6NMP?tag=pcbuilder00-20
330,Seagate,BarraCuda Pro,14000,HDD,7200,SATA III 6 Gb/s,"3.5""",https://amazon.com/dp/B07H7C4DXR?tag=pcbuilder00-20
356.43,Seagate,Exos X14,14000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07RQZJ347?tag=pcbuilder00-20
419.34,Seagate,ST14000VE0008,14000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07PXL3Y4J?tag=pcbuilder00-20
269.99,Seagate,ST16000NMZ00J,16000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B0924X39NB?tag=pcbuilder00-20
279.99,Seagate,EXOS Enterprise,16000,HDD,7200,SATA III 6 Gb/s,"3.5""",https://amazon.com/dp/B07SPFPKF4?tag=pcbuilder00-20
279.99,Seagate,ST16000VE002,16000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B08KTMVWNZ?tag=pcbuilder00-20
290,Seagate,Iron Wolf Pro,16000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07SJTST6T?tag=pcbuilder00-20
293.78,Seagate,ST16000NM004J,16000,HDD,7200,SAS 12.0 Gb/s,"3.5""",https://amazon.com/dp/B09DR3NQDF?tag=pcbuilder00-20
324,Seagate,ST16000VN001,16000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07SNW9W48?tag=pcbuilder00-20
339.99,Seagate,ST16000NM003G,16000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07T3VQC2K?tag=pcbuilder00-20
353.59,Seagate,ST16000NM001J,16000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09VNRYGSG?tag=pcbuilder00-20
417.34,Seagate,ST16000NM004G,16000,HDD,7200,SAS 12 Gb/s,"3.5""",https://amazon.com/dp/B07T3VPKXK?tag=pcbuilder00-20
450.73,Seagate,ST16000VE000,16000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07XBTS8S1?tag=pcbuilder00-20
21,Seagate,ST3160318AS-FFP,160,HDD,7200,SATA 3 Gb/s,"3.5""",https://amazon.com/dp/B00272NHPO?tag=pcbuilder00-20
25,Seagate,Momentus 7200.4,160,HDD,7200,SATA III Gb/s,"2.5""",https://amazon.com/dp/B003FFBJNE?tag=pcbuilder00-20
26.99,Seagate,ST3160023AS,160,HDD,7200,SATA 1.5 Gb/s,"3.5""",https://amazon.com/dp/B00016BAAC?tag=pcbuilder00-20
26.99,Seagate,ST3160812AS,160,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B000FM77HW?tag=pcbuilder00-20
32.99,Seagate,ST9160412AS,160,HDD,7200,SATA 3 Gb/s,"3.5""",https://amazon.com/dp/B002WTVITY?tag=pcbuilder00-20
85,Seagate,ST3160813AS,160,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B002O0KJ2S?tag=pcbuilder00-20
299.99,Seagate,IronWolf Pro,18000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B08FY88FNG?tag=pcbuilder00-20
299.99,Seagate,Exos X18,18000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B08K98VFXT?tag=pcbuilder00-20
299.99,Seagate,ST18000VE002,18000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B08KTMDN6M?tag=pcbuilder00-20
302,Seagate,ST18000NM004J,18000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B08KJMXRN7?tag=pcbuilder00-20
333.29,Seagate,ST18000NM003D,18000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09MWLJ1P5?tag=pcbuilder00-20
349,Seagate,ST18000NM001J,18000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09FZNXQXR?tag=pcbuilder00-20
350.76,Seagate,ST18000NM005J,18000,HDD,7200,SATA 12.0 Gb/s,"3.5""",https://amazon.com/dp/B098YCXY22?tag=pcbuilder00-20
47.99,Seagate,BarraCuda,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07H2RR55Q?tag=pcbuilder00-20
55.49,Seagate,BarraCuda,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B075WWN4QJ?tag=pcbuilder00-20
56,Seagate,ST2000NM0001,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B0056JZ596?tag=pcbuilder00-20
65.47,Seagate,ST2000VX015,2000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B08WTDJL6G?tag=pcbuilder00-20
87.25,Seagate,STBD2000101,2000,HDD,7200,SATA 3 Gb/s,"3.5""",https://amazon.com/dp/B005OKQUJ6?tag=pcbuilder00-20
88.73,Seagate,ST32000444SS,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B003IT70K8?tag=pcbuilder00-20
99.94,Seagate,BarraCuda,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01IEKG402?tag=pcbuilder00-20
109.99,Seagate,Barracuda XT,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B002RWJHBM?tag=pcbuilder00-20
116.5,Seagate,ST2000NM0135,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01E1XRLFI?tag=pcbuilder00-20
118.99,Seagate,ST2000NM000B,2000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09FH7WFXC?tag=pcbuilder00-20
125,Seagate,ST2000NM0054,2000,HDD,7200,SAS 12.0 Gb/s,"3.5""",https://amazon.com/dp/B00JKDSMWQ?tag=pcbuilder00-20
130,Seagate,ST32000645NS,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B007TS4NFO?tag=pcbuilder00-20
135,Seagate,ST2000NM0065,2000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B01G3S7VXG?tag=pcbuilder00-20
136.36,Seagate,ST2000NM001A,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00SN5WTIU?tag=pcbuilder00-20
139.99,Seagate,ST2000NM0125,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01CG0DCDS?tag=pcbuilder00-20
145,Seagate,ST32000445SS,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00407JEIS?tag=pcbuilder00-20
150.99,Seagate,ST2000NM000A,2000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B081H91CSM?tag=pcbuilder00-20
153.73,Seagate,ST2000NX0323,2000,HDD,7200,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B00SBE66OQ?tag=pcbuilder00-20
195,Seagate,ST2000NX0253,2000,HDD,7200,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B00QFZAU2W?tag=pcbuilder00-20
249,Seagate,ST2000NX0273,2000,HDD,7200,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B00Q46QBUM?tag=pcbuilder00-20
249,Seagate,ST2000NX0433,2000,HDD,7200,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B0150P52BG?tag=pcbuilder00-20
331.74,Seagate,ST2000NX0343,2000,HDD,7200,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B00Q46QKWG?tag=pcbuilder00-20
349.99,Seagate,ST20000NM007D,20000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09MWKXR2T?tag=pcbuilder00-20
417.99,Seagate,IronWolf Pro,20000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B09MKK1YCK?tag=pcbuilder00-20
419.82,Seagate,ST20000VE002,20000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09WTL6HD7?tag=pcbuilder00-20
29,Seagate,ST3250312AS,250,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B004IZN492?tag=pcbuilder00-20
29.99,Seagate,ST9250410AS,250,HDD,7200,SATA III Gb/s,"2.5""",https://amazon.com/dp/B002JIMYIC?tag=pcbuilder00-20
31.99,Seagate,ST3250318AS,250,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B002NBIPOW?tag=pcbuilder00-20
56.13,Seagate,ST9250610NS,250,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B004J684ZY?tag=pcbuilder00-20
44.99,Seagate,ST33000650SS,3000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B004TLVKLO?tag=pcbuilder00-20
150,Seagate,BarraCuda,3000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01IEKG4NE?tag=pcbuilder00-20
190,Seagate,ST3000NC002,3000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00A1ZXQLO?tag=pcbuilder00-20
195,Seagate,ST3000NM000A,3000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B07SXCWCLZ?tag=pcbuilder00-20
199,Seagate,ST33000651SS,3000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B004TLVPT6?tag=pcbuilder00-20
200,Seagate,ST3000NM0005,3000,HDD,7200,SATA III 6 Gb/s,"3.5""",https://amazon.com/dp/B01CG0DD0K?tag=pcbuilder00-20
29,Seagate,ST320DM000,320,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B005CT56F8?tag=pcbuilder00-20
29.99,Seagate,ST3320418AS,320,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B00272NHP4?tag=pcbuilder00-20
34.99,Seagate,ST3320413AS,320,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B004IZN3TS?tag=pcbuilder00-20
39.95,Seagate,ST320LT023,320,HDD,7200,SATA III Gb/s,"2.5""",https://amazon.com/dp/B005CTCHOQ?tag=pcbuilder00-20
39.99,Seagate,ST320LM010,320,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00ISKS402?tag=pcbuilder00-20
57.99,Seagate,Momentus 7200.4,320,HDD,7200,SATA III Gb/s,"2.5""",https://amazon.com/dp/B002AKF0P8?tag=pcbuilder00-20
90,Seagate,ST320LT009,320,HDD,7200,SATA III Gb/s,"2.5""",https://amazon.com/dp/B0075WA3HQ?tag=pcbuilder00-20
57,Seagate,Constellation ES.3,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00A45JFJS?tag=pcbuilder00-20
89.99,Seagate,ST4000NM0035,4000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B07D9C618D?tag=pcbuilder00-20
91.54,Seagate,ST4000VX013,4000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B08WCM2C7T?tag=pcbuilder00-20
92.99,Seagate,Exos 7E8,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01CG0DD1E?tag=pcbuilder00-20
99.65,Seagate,ST4000DX005,4000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09SBGV9Y3?tag=pcbuilder00-20
109.99,Seagate,ST4000NM0024,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00J62A74C?tag=pcbuilder00-20
145,Seagate,ST4000NM000A,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07SYDQ5CW?tag=pcbuilder00-20
145,Seagate,ST4000NM0075,4000,HDD,7200,SATA 12 Gb/s,"3.5""",https://amazon.com/dp/B01E1KQBS4?tag=pcbuilder00-20
147.1,Seagate,ST4000NM024B,4000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09FH8C4QS?tag=pcbuilder00-20
147.97,Seagate,ST4000NM000B,4000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09FH88T9D?tag=pcbuilder00-20
150.32,Seagate,ST4000NM0115,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01N2OGNDU?tag=pcbuilder00-20
170.22,Seagate,ST4000NM002A,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07T4411LF?tag=pcbuilder00-20
187.21,Seagate,ST4000NM0063,4000,HDD,7200,SAS 6 Gb/s,"3.5""",https://amazon.com/dp/B00A45JFLG?tag=pcbuilder00-20
200,Seagate,ST4000NM0034,4000,HDD,7200,SATA 12 Gb/s,"3.5""",https://amazon.com/dp/B00JJIE64K?tag=pcbuilder00-20
230,Seagate,IronWolf Pro,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01N98UJSD?tag=pcbuilder00-20
275,Seagate,ST4000NM0065,4000,HDD,7200,SATA 12.0 Gb/s,"3.5""",https://amazon.com/dp/B01FKMX1F8?tag=pcbuilder00-20
139.88,Seagate,IronWolf Pro,4000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07SY4T6F5?tag=pcbuilder00-20
239,Seagate,ST5000VN0001,5000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B00QFXENPO?tag=pcbuilder00-20
18.5,Seagate,ST500LM021,500,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00ISKS416?tag=pcbuilder00-20
21.99,Seagate,BarraCuda,500,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B005EE5P84?tag=pcbuilder00-20
24.77,Seagate,BarraCuda Pro 500,500,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B078TFYBQ8?tag=pcbuilder00-20
31.99,Seagate,Constellation ES,500,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B003IT70LM?tag=pcbuilder00-20
36.99,Seagate,Barracuda 7200,500,HDD,7200,SATA 3 Gb/s,"3.5""",https://amazon.com/dp/B001VKYA5E?tag=pcbuilder00-20
43,Seagate,ST9500620NS,500,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B004J6BZ1Y?tag=pcbuilder00-20
47,Seagate,Momentus 7200.4,500,HDD,7200,SATA III Gb/s,"2.5""",https://amazon.com/dp/B004SU7UXI?tag=pcbuilder00-20
50,Seagate,ST905003N3A1AS-RK,500,HDD,7200,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B002BH4PP6?tag=pcbuilder00-20
52.99,Seagate,ST9500420AS,500,HDD,7200,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B001R4BBLU?tag=pcbuilder00-20
59.99,Seagate,ST3500320AS,500,HDD,7200,SATA 3 Gb/s,"3.5""",https://amazon.com/dp/B000026D8E?tag=pcbuilder00-20
69.99,Seagate,ST95005620AS,500,HDD,7200,SATA III Gb/s,"2.5""",https://amazon.com/dp/B003NSBF32?tag=pcbuilder00-20
82,Seagate,ST500NM0001,500,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B005I4LOSA?tag=pcbuilder00-20
92.99,Seagate,ST3500641AS-RK,500,HDD,7200,SATA III Gb/s,"3.5""",https://amazon.com/dp/B000EY5F5C?tag=pcbuilder00-20
99,Seagate,ST3500414SS,500,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B003IT70LC?tag=pcbuilder00-20
122.01,Seagate,ST9500424AS,500,HDD,7200,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B00BREBSQ8?tag=pcbuilder00-20
149.41,Seagate,ST9500620SS,500,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B004IZN3LQ?tag=pcbuilder00-20
156.31,Seagate,ST3500630A,500,HDD,7200,PATA 100,"3.5""",https://amazon.com/dp/B000G5SGA0?tag=pcbuilder00-20
300,Seagate,ST9500621NS,500,HDD,7200,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B004LAWLSO?tag=pcbuilder00-20
94.99,Seagate,Enterprise 6,6000,HDD,7200,SATA 12 Gb/s,"3.5""",https://amazon.com/dp/B00JJIEH3U?tag=pcbuilder00-20
117,Seagate,ST6000NM000B,6000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09FH9QLT3?tag=pcbuilder00-20
120,Seagate,ST6000NM0104,6000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B00J62AGW0?tag=pcbuilder00-20
135,Seagate,ST6000NM0024 ,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B00JJIE8E8?tag=pcbuilder00-20
155,Seagate,IronWolf NAS,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B0767P5BYT?tag=pcbuilder00-20
155,Seagate,ST6000NE000,6000,HDD,7200,SATA III (6 Gb/s),"3.5""",https://amazon.com/dp/B07SZ3FM44?tag=pcbuilder00-20
158.49,Seagate,ST6000VN0033,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07BDV5HGF?tag=pcbuilder00-20
194.5,Seagate,ST6000NM0014,6000,HDD,7200,SATA 12 Gb/s,"3.5""",https://amazon.com/dp/B00JKDSTYC?tag=pcbuilder00-20
197.68,Seagate,ST6000NM019B,6000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B09FH7D83W?tag=pcbuilder00-20
199,Seagate,ST6000NM0205,6000,HDD,7200,SAS 12.0 Gb/s,"3.5""",https://amazon.com/dp/B01E1KQFMQ?tag=pcbuilder00-20
199,Seagate,ST6000NM0054,6000,HDD,7200,SAS 12.0 Gb/s,"3.5""",https://amazon.com/dp/B00JKDSWR6?tag=pcbuilder00-20
204.99,Seagate,ST6000NM021A,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07TBLTSTT?tag=pcbuilder00-20
205,Seagate,ST6000VN0041,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01LZDFMWQ?tag=pcbuilder00-20
218,Seagate,ST6000DM004,6000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B01LOOJBH8?tag=pcbuilder00-20
221.78,Seagate,ST6000NM0175,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B01E1KQDVO?tag=pcbuilder00-20
226.1,Seagate,ST6000DM001,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B013JPKYQC?tag=pcbuilder00-20
243,Seagate,ST6000NM002A,6000,HDD,7200,SATA 6 Gb/s,"3.5""",https://amazon.com/dp/B07T51XQK9?tag=pcbuilder00-20
344.12,Seagate,ST6000VN0021,6000,HDD,7200,SATA 6.0 Gb/s,"3.5""",https://amazon.com/dp/B016QO86V8?tag=pcbuilder00-20
