Title,Price,Brand,Model,Ram size,Quantity,Ram type,Ram speed,DIMM_type,CAS latency,Link
Corsair Vengeance LPX 32GB (2x16GB) DDR4 2400 (PC4-19200) C16 for DDR4 Systems,91.99,Corsair,Vengeance LPX,32 GB,2 x 16 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B01CYILUB8?tag=pcbuilder00-20
Corsair Vengeance LPX 16GB (1x16GB) DDR4 DRAM 2400MHz (PC4 19200) C14 Memory Kit,49.99,Corsair,Vengeance LPX,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL14,https://amazon.com/dp/B019HVQJ2U?tag=pcbuilder00-20
"Corsair Vengeance LPX, 8GB (1 x 8GB) DDR4-2400MHz DRAM CL16 Desktop Memory",31.99,Corsair,Vengeance LPX,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B01ARHBBPS?tag=pcbuilder00-20
"Corsair Vengeance LPX, 16GB (2 x 8GB) DDR4-2400MHz CL6 Desktop Memory",51.29,Corsair,Vengeance LPX,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B017NW5NZY?tag=pcbuilder00-20
Corsair Vengeance LPX 8GB (2x4GB) DDR4 DRAM 2400MHz (PC4 19200) C16 Memory Kit,42.99,Corsair,Vengeance LPX,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B019HVND88?tag=pcbuilder00-20
Corsair Vengeance LPX 32GB (2x16GB) DDR4 DRAM 2400MHz (PC4-19200) C14 Memory Kit,92.99,Corsair,Vengeance LPX,32 GB,2 x 16 GB,DDR4,2400 MHz,288-Pin,CL14,https://amazon.com/dp/B0134EU9YA?tag=pcbuilder00-20
CORSAIR VENGEANCE LPX 32GB (4x8GB) DDR4-2400 (PC4-19200) C16 Desktop Memory for Intel X99/100/200,/A,Corsair,Vengeance LPX,32 GB,4 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B016BWEQYG?tag=pcbuilder00-20
Corsair Vengeance LPX 16GB (4 x 4GB) DDR4 DRAM 2400MHz C14 memory kit for DDR4 Systems,/A,Corsair,Vengeance LPX,16 GB,4 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B00OTJZTJU?tag=pcbuilder00-20
Corsair Vengeance LPX 16GB (2x8GB) DDR4 2400 (PC4-19200) C16 1.2V Internal Memory for AMD Ryzen and Intel 200,158.68 (Used),Corsair,Vengeance LPX,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B06XDBJ6NR?tag=pcbuilder00-20
Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 2400MHz C16 Desktop Memory,169.99,Corsair,Vengeance LPX,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B018EGTEK8?tag=pcbuilder00-20
Corsair Vengeance LPX 8GB (1 x 8GB) DDR4 DRAM 2400MHz (PC4-19200) C16 Memory Kit,30.99,Corsair,Vengeance LPX,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B01ARHCZYO?tag=pcbuilder00-20
Corsair Vengeance LPX 8GB (2x4GB) DDR4 DRAM 2400MHz (PC4 19200) C16 Memory Kit,/A,Corsair,Vengeance LPX,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B019HVO7II?tag=pcbuilder00-20
"Crucial Ballistix, 8GB (2 x 4GB) DDR4-2400MHz DRAM CL16 Desktop Gaming Memory",/A,Crucial,Ballistix,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B083TW3TGF?tag=pcbuilder00-20
Crucial Ballistix 2400 MHz DDR4 DRAM Desktop Gaming Memory Kit 16GB (8GBx2) CL16,97.80,Crucial,Ballistix 2400,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B083TT9KTH?tag=pcbuilder00-20
Crucial 8GB Single DDR4 2400 MT/S (PC4-19200) SR x8 SODIMM 260-Pin Memory,28.45,Crucial,CT8G4SFS824A,8 GB,1 x 8 GB,DDR4,2400 MHz,260-Pin,CL17,https://amazon.com/dp/B01BIWKP58?tag=pcbuilder00-20
Corsair Memory Kit 16GB (2x8GB) DDR4 2400MHz SODIMM Memory,50.99,Corsair,Vengeance Performance,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B019MRBKYG?tag=pcbuilder00-20
Crucial 8GB Single DDR4 2400 MT/s (PC4-19200) DR x8 DIMM 288-Pin Memory,45.97,Crucial,CT8G4DFD824A,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B019FRED60?tag=pcbuilder00-20
Crucial 16GB Kit (8GBx2) DDR4 2400 MT/s (PC4-19200) DR x8 DIMM 288-Pin Memory,76.99,Crucial,CT2K8G4DFD824A,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B019FRD5O6?tag=pcbuilder00-20
Crucial 32GB Kit (8GBx4) DDR4 2400 MT/s (PC4-19200) DR x8 DIMM 288-Pin Memory,158.99,Crucial,CT4K8G4DFD824A,32 GB,4 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B019FRDTY2?tag=pcbuilder00-20
Crucial RAM 16GB DDR4 2400 MHz CL17 Desktop Memory,59.25,Crucial,CT16G4DFD824A,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B019FRBCQE?tag=pcbuilder00-20
"HyperX Fury, 8GB (1 x 8GB) DDR4-2400MHz CL15 DIMM Black XMP Desktop Memory",/A,HyperX,Fury,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B07WCQRP6B?tag=pcbuilder00-20
Kingston HyperX Fury 8GB 2400MHz DDR4 CL15 DIMM 1Rx8  RGB XMP Desktop Memory Single Stick,/A,Kingston,HyperX Fury RGB,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B07WD5V8CD?tag=pcbuilder00-20
Kingston HyperX Fury 16GB 2400MHz DDR4 CL15 DIMM (Kit of 2) 1Rx8  RGB XMP Desktop Memory,/A,Kingston,HyperX Fury RGB,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B07WHF5BJM?tag=pcbuilder00-20
Crucial RAM 8GB Kit (2x4GB) DDR4 2400 MHz CL17 Desktop Memory,28.99,Crucial,CT2K4G4DFS824A,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B019FRCY2U?tag=pcbuilder00-20
Crucial RAM 8GB DDR4 2400 MHz CL17 Desktop Memory,28.99,Crucial,CT8G4DFS824A,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01BIWK9OK?tag=pcbuilder00-20
Crucial 16GB Kit (8GBx2) DDR4 2400 MT/s (PC4-19200) SR x8 DIMM 288-Pin Memory,55.99,Crucial,CT2K8G4DFS824A,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01BIWLED0?tag=pcbuilder00-20
Patriot Viper Steel DDR4 16GB 2666MHz CL15 SODIMM Memory Module PVS416G240C5S,27.99,Patriot Memory,PVS416G240C5S,16 GB,1 x 16 GB,DDR4,2400 MHz,260-pin,CL18,https://amazon.com/dp/B07QQWDXXJ?tag=pcbuilder00-20
"Crucial Single, 4GB (1 x 4GB) DDR4-2400MHz 288-Pin Memory with CL17",17.90,Crucial,Single,4 GB,1 x 4 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B019FRDFU0?tag=pcbuilder00-20
ADATA XPG Z1 DDR4 2400 MHz (PC4 19200) 16GB (2x8GB) Memory Modules,/A,ADATA,XPG Z1,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B06XYSSS5C?tag=pcbuilder00-20
Crucial Ballistix Sport LT 2400 MHz DDR4 DRAM Desktop Gaming Memory Single 4GB CL16,Used),Crucial,BLS4G4D240FSB,4 GB,1 x 4 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B00UFBZOKK?tag=pcbuilder00-20
Kingston Technology HyperX Fury 16GB (2 x 8GB) DDR4 2400MHz DRAM (Desktop Memory) CL15 1.2V DIMM (288-pin),Used),HyperX,HX424C15FB2K2/16,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01D8U2B8W?tag=pcbuilder00-20
HyperX Kingston Technology Fury Black 32 GB Kit CL15 DIMM DDR4 2400 MT/s Internal Memory,244.42,HyperX,HX424C15FB2K4/32,32 GB,4 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01D8U2AUQ?tag=pcbuilder00-20
HyperX Kingston Technology Fury 2400MHz DDR4 Non-ECC CL15 DIMM 8 DDR4 2400 MT/s (PC4-19200),Used),HyperX,HX424C15FBK2/8,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B013H7Q86C?tag=pcbuilder00-20
HyperX Kingston Technology Fury Black 8 GB CL15 DIMM DDR4 2400 MT/s Internal Memory,Used),HyperX,HX424C15FB2/8,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01D8U2BKA?tag=pcbuilder00-20
Silicon Power 8 GB DDR4 2400 Mhz SO-DIMM Desktop 260-PIN Memory Module - Green,51.87,SP Silicon Power,SP008GBSFU240B02,8 GB,1 x 8 GB,DDR4,2400 MHz,288-pin,CL17,https://amazon.com/dp/B06XP8XCMC?tag=pcbuilder00-20
TEAMGROUP Elite Plus DDR4 16GB Kit (2x8GB) 2400MHz PC4-19200 CL16 Unbuffered Non-ECC 1.2V U-DIMM 288 Pin PC Computer,/A,TEAMGROUP,Elite Plus 16,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B077DWDTZR?tag=pcbuilder00-20
Corsair Dominator Platinum 32GB (4x8GB) DDR4 2400MHz C10 Desktop Memory,Used),Corsair,CMD32GX4M4B2400C10,32 GB,4 x 8 GB,DDR4,2400 MHz,288-pin,CL15,https://amazon.com/dp/B01BMQAL1S?tag=pcbuilder00-20
"Corsair Dominator Platinum, 64GB (4 x 16GB) DDR4-2400MHz CL14 Desktop Memory",/A,Corsair,Dominator Platinum,64 GB,4 x 16 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B0171UL6FO?tag=pcbuilder00-20
Patriot Viper Elite 8GB 2400MHz CL 16 Single Channel DDR4 PC Memory Module,/A,Patriot Memory,Viper Elite,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B074Q1G6VR?tag=pcbuilder00-20
Patriot Viper Elite 16GB 2400MHz CL 16 Single Channel DDR4 PC Memory Module,/A,Patriot Memory,Viper Elite,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B074Q1LM4K?tag=pcbuilder00-20
Patriot Signature Premium DDR4 8GB (1x8GB) 2400MHz (PC4-19200) UDIMM with Heatshield,/A,Patriot Memory,Signature,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07Q44YSHD?tag=pcbuilder00-20
Patriot Signature Premium DDR4 16GB (1x16GB) 2400MHz (PC4-19200) UDIMM with heatshield,109.38,Patriot Memory,Signature Premium,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07Q56MBD3?tag=pcbuilder00-20
Patriot Signature Premium DDR4 8GB (2x4GB) 2400MHz (PC4-19200) UDIMM kit with Heatshield,/A,Patriot Memory,Signature Premium,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07Q8JTLYF?tag=pcbuilder00-20
TEAMGROUP Elite DDR4 8GB Single 2400MHz PC4-19200 CL16 Unbuffered Non-ECC 1.2V 1Rx8 UDIMM 288 Pin PC Computer Desktop Memory,20.99,TEAMGROUP,TED48G2400C1601,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B018R1XOBK?tag=pcbuilder00-20
Crucial Ballistix Sport LT 2400 MHz DDR4 DRAM Desktop Gaming Memory Kit 16GB,145.62,Crucial,BLS2K8G4D240FSC,32 GB,2 x 8 GB,DDR4,2400 MHz,288-pin,CL16,https://amazon.com/dp/B01AG9EZ3M?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8G) Ripjaws Series DDR4 PC4-19200 SO-DIMM Laptop Memory,48.99,G.Skill,Ripjaws,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B017UC3VOM?tag=pcbuilder00-20
PATRIOT Signature Line 8GB (2 x 4GB) 288-Pin DDR4 PC4-19200 2400MHz Memory Module Kit,44.48,Patriot Memory,Signature Line,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B016A29ETY?tag=pcbuilder00-20
"G.SKILL Ripjaws V Series, 8GB (2 x 4GB) DDR4-2400MHz 288-Pin SDRAM CL15 Desktop Memory",33.99,G.Skill,RipJaws V,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B013GHSKR8?tag=pcbuilder00-20
G.Skill 8GB Aegis 288-Pin DDR4 PC4-19200 2400MHZ for Intel Z170 Platform Desktop Memory,29.51,G.Skill,Aegis,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01CBYMSRA?tag=pcbuilder00-20
G.SKILL 4GB Aegis DDR4 PC4-19200 2400MHZ For Intel Z170 Platform And Intel X99 Platform Desktop Memory,20.91,G.Skill,Aegis,4 GB,1 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01AIZUPW4?tag=pcbuilder00-20
Kingston Technology ValueRAM 8GB 2400MHz DDR4 Non-ECC CL17 DIMM 1Rx8 Desktop Memory,32.77,Kingston,ValueRAM,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01GCWQGIY?tag=pcbuilder00-20
Mushkin SILVERLINE Series – DDR4 Desktop DRAM – 32GB (2x16GB) Memory Kit DIMM – 2400MHz (PC4-19200) CL-17,78.99,Mushkin,Enhanced Silverline,32 GB,2 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07CH138SX?tag=pcbuilder00-20
Mushkin SILVERLINE Series – DDR4 Desktop DRAM – 16GB (2x8GB) Memory Kit DIMM – 2400MHz (PC4-19200) CL-17 – 288-pin 1.2V RAM,56.99,Mushkin,Enhanced Silverline,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07CH7S1L7?tag=pcbuilder00-20
G.Skill 16GB 2400MHz DDR4 SO-DIMM Laptop Memory Module (CL16) 1.20V PC4-19200 Ripjaws DDR4 Series,42.99,G.Skill,Ripjaws,16 GB,1 x 16 GB,DDR4,2400 MHz,260-Pin,CL16,https://amazon.com/dp/B017UC3UFC?tag=pcbuilder00-20
Patriot Memory Signature Line DDR4 8GB (1x8GB) UDIMM Frequency: 2400MHz (PC4-19200) 1. 2 Volt,21.99,Patriot Memory,Signature Line,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01FV29UEI?tag=pcbuilder00-20
ADATA XPG Gammix D10 DDR4 2400MHz (PC4 19200) 16G (8GBx2) Memory Module Kit,/A,ADATA,XPG GAMMIX D10,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B07418ZN8G?tag=pcbuilder00-20
G.Skill 32GB (2 x 16GB) Ripjaws V Series DDR4 PC4-19200 2400MHz Intel Z170 Desktop Memory Model,88.99,G.Skill,Ripjaws V,32 GB,2 x 16 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B018OB5RB8?tag=pcbuilder00-20
Patriot Signature Premium DDR4 16GB (2x8GB) 2400MHz (PC4-19200) UDIMM kit with Heatshield,/A,Patriot Memory,Signature Premium,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07Q7FTBHB?tag=pcbuilder00-20
Silicon Power DDR4 16 GB 2400 Mhz 288-PIN Unbuffered DIM Memory Module - Green,53.93,SP Silicon Power,SP016GBLFU240B02,16 GB,1 x 16 GB,DDR4,2400 MHz,288-pin,CL17,https://amazon.com/dp/B06XP84YGM?tag=pcbuilder00-20
G.SKILL 8GB Ripjaws V Series DDR4 PC4-19200 2400MHz for Intel Z170 Platform Desktop Memory,59.99,G.Skill,Ripjaws V,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B017QGNE6M?tag=pcbuilder00-20
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 2400MHz (PC4 19200) Desktop Memory,/A,G.Skill,Trident Z RGB,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01N15BAO9?tag=pcbuilder00-20
"Samsung M378A1K43CB2-CRC – 8 GB DRAM Memory (1.2 V, ddr4)",20,SAMSUNG,M378A1K43CB2-CRC,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B076KQM8WP?tag=pcbuilder00-20
GeIL EVO POTENZA 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory,Used),GeIL,GeIL Evo Potenza,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B01EWBFZSE?tag=pcbuilder00-20
Samsung M393A4K40BB1-CRC 32GB DDR4-2400 LP ECC Reg Server Memory,59.74,SAMSUNG,M393A4K40BB1-CRC,32 GB,1 x 32 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01DTJ8EU6?tag=pcbuilder00-20
Corsair Value Select 4GB (1 x 4GB) DDR4 2400 C16 1.2V Desktop Memory - Intel 7th Gen and AMD Ryzen,29.99,Corsair,ValueSelect,4 GB,1 x 4 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B072LRMXGN?tag=pcbuilder00-20
G.Skill 8GB NT Series 288-Pin DDR4 PC4-19200 2400MHz Intel Z170 Platform Desktop Memory,67,G.Skill,F4-2400C15S-8GNT,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B015FY0OO2?tag=pcbuilder00-20
Kingston ValueRAM 16GB 2400MHz DDR4 Non-ECC CL17 DIMM 2Rx8 Desktop Memory,68.95,Kingston,KVR24N17D8/16,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01GCWQEOK?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) Ripjaws V Series DDR4 PC4-19200 2400MHz for Intel X299 / Z270 / Z170 / X99 Platform Desktop Memory,45.99,G.Skill,Ripjaws V,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B077Q8KWM1?tag=pcbuilder00-20
"Patriot Signature Line, 4GB (1 x 4GB) DDR4-2400 MHz DRAM Memory Module with CL16",20.87,Patriot Memory,Signature,4 GB,1 x 4 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B016A3B09U?tag=pcbuilder00-20
Patriot Memory Signature Line DDR4 4GB (1x4GB) SODIMM Frequency: 2400MHz (PC4-19200) 1. 2 Volt,31.71,Patriot Memory,PSD44G240081S,4 GB,1 x 4 GB,DDR4,2400 MHz,260-pin,CL19,https://amazon.com/dp/B074Q1LM44?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) Ripjaws V Series DDR4 PC4-19200 2400MHz Desktop Memory,114,G.Skill,Ripjaws V,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B017WSVUME?tag=pcbuilder00-20
"G.SKILL NT Series, 8GB (2 x 4GB) DDR4-2400MHz 288-Pin Desktop Memory with CL15",46.58,G.Skill,NT,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B015FXXGJI?tag=pcbuilder00-20
G.Skill Flare X Series 16GB (2 x 8GB) 288-Pin DDR4 2400 (PC4 19200) for AMD Ryzen Desktop Memory,59.99,G.Skill,Flare X,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B06ZZ7QS6L?tag=pcbuilder00-20
G.Skill Ripjaws V Series 16GB (2X 8GB) 288-Pin DDR4 2400 PC4 19200 Intel Z170/X99 Platform Memory,59.99,G.Skill,Ripjaws V,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B017WSVIMG?tag=pcbuilder00-20
Patriot Memory Signature Line DDR4 16GB (1x16GB) UDIMM Frequency: 2400MHz (PC4-19200) 1. 2 Volt,45.10,Patriot Memory,PSD416G24002,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01M5CPKJ0?tag=pcbuilder00-20
G. Skill Ripjaws 4 Series 16GB (2X 8GB) 288 Pin DDR4 SDRAM DDR4 Memory 2400 (PC4 19200) Kit Model 2400 °C15D F4 16GRR,59.99,G.Skill,Ripjaws 4,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B00S0DBGFC?tag=pcbuilder00-20
G.SKILL Ripjaws 4 series 16GB (4 x 4GB) 288-Pin DDR4 SDRAM 2400 (PC4-19200) Desktop Memory,/A,G.Skill,Ripjaws 4,16 GB,4 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B00N1OY4AY?tag=pcbuilder00-20
Crucial 64GB Kit (16GBx4) DDR4 2400 MT/s (PC4-19200) DR x8 DIMM 288-Pin Memory - CT4K16G4DFD824A,234.99,Crucial,CT4K16G4DFD824A,64 GB,4 x 16 GB,DDR4,2400 MHz,288-PIN,CL17,https://amazon.com/dp/B019FRDP6E?tag=pcbuilder00-20
G.SKILL Fortis Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) (Desktop Memory),66.45,G.Skill,FORTIS 16,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B06XFQ6SQD?tag=pcbuilder00-20
G.Skill Aegis 16GB 2 x 8GB 288-Pin SDRAM DDR4 2400 (PC4 19200) Intel Z170/X99 Platform Desktop Memory,91.99,G.Skill,F4-2400C15D-16GIS,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01C25H5WQ?tag=pcbuilder00-20
Kingston KSM24ED8/16ME Server Premier - DDR4-16 GB - DIMM 288-pin - 2400 MHz / PC4-19200 - CL17-1.2 V,119,Kingston,KSM24ED8/16ME,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07BGFXV62?tag=pcbuilder00-20
G.Skill 16GB Ripjaws 4 DDR4 2400MHz PC4-19200 CL15 Quad Channel kit (4x4GB),71.39,G.Skill,Ripjaws,16 GB,4 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B00N1OZDPO?tag=pcbuilder00-20
G.SKILL Ripjaws 4 Series 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory Kit,38.16,G.Skill,Ripjaws 4,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B00RLV0Q9G?tag=pcbuilder00-20
Kingston 4GB DDR4 2400MHz Module (KCP424NS6/4) Memory Kit,8.99,Kingston,KCP424NS6/4,4 GB,1 x 4 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B076Q3T1LJ?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) NT Series DDR4 PC4-19200 2400MHz Intel Z170 Platform / Intel X99 Platform 288-Pin Desktop Memory,141,G.Skill,F4-2400C15D-16GNT,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B015FY1ZSG?tag=pcbuilder00-20
Kingston KSM24ES8/8ME Server Premier - DDR4-8 GB - DIMM 288-pin - 2400 MHz/PC4-19200 - CL17-1.2 V,/A,Kingston,KSM24ES8/8ME,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07BGBVKSQ?tag=pcbuilder00-20
G.Skill Aegis 16GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel Memory,48.76,G.Skill,Aegis,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B01C6XQCYG?tag=pcbuilder00-20
Kingston 16GB Memory Module (KCP424ND8/16) DDR4 2400MHz RAM,48.99,Kingston,ValueRAM,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01N6XLGY4?tag=pcbuilder00-20
Samsung 16GB/1Gx8 DDR4-2400 ECC CL17 Samsung Chip Server Memory,138.99,SAMSUNG,M391A2K43BB1-CRC,16 GB,1 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B07GCWR9K8?tag=pcbuilder00-20
G.SKILL 32GB (4 x 8GB) Ripjaws V Series DDR4 PC4-19200 2400MHz Intel Z170 Desktop Memory,/A,G.Skill,Ripjaws V,32 GB,4 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B0141X65BE?tag=pcbuilder00-20
Corsair - Vengeance 2-Pack 8GB PC4-19200 DDR4 DIMM Unbuffered Non-ECC Desktop Memory Kit,169,Corsair,Vengeance LED,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL16,https://amazon.com/dp/B072NCV4ZD?tag=pcbuilder00-20
Crucial 32GB DDR4-2400 RDIMM CT32G4RFD424A,119.99,Crucial,CT32G4RFD424A,32 GB,1 x 32 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B015BJ35GU?tag=pcbuilder00-20
"ADATA Premier Series 8GB DDR4 PC4-19200, 2400MHz 288 PIN DIMM, CL 15, 1.2v ram memory upgrade",109.97,ADATA,AD4U240038G17-S,8 GB,1 x 8 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B01N39HVZO?tag=pcbuilder00-20
G.SKILL 16GB (2 x 8GB) TridentZ RGB Series DDR4 PC4-19200 2400MHz AMD X370 / X399 Desktop Memory,129 (Used),G.Skill,Trident Z RGB,16 GB,2 x 8 GB,DDR4,2400 MHz,288-Pin,CL15,https://amazon.com/dp/B0799LSRWK?tag=pcbuilder00-20
G.Skill 8GB (2 x 4GB) Ripjaws V Series DDR4 PC4-19200 2400MHz Desktop Memory,/A,G.Skill,Ripjaws V,8 GB,2 x 4 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B075RKB326?tag=pcbuilder00-20
G.SKILL 32GB (2 x 16GB) Aegis DDR4 PC4-19200 2400MHz Intel X299 / Z270 / Z170 / X99 Platform Desktop Memory,137.25,G.Skill,Aegis,32 GB,2 x 16 GB,DDR4,2400 MHz,288-Pin,CL17,https://amazon.com/dp/B0778P3ZN4?tag=pcbuilder00-20
