Title,Price,Brand,Model,Power,Efficiency,Link
Thermaltake Smart BM3 750W 80Plus Bronze ATX 3.0 & PCIE 5.0 Ready Semi-Modular Power Supply,79.99,Thermaltake,PS-SPD-0750MNFABU-3,750 W,80+ Bronze,https://amazon.com/dp/B0CFXGFQNZ?tag=pcbuilder00-20
NZXT C650 PSU (2022) - PA-6G1BB-US - 650 Watt PSU - 80+ Gold Certified - Fully Modular - Sleeved Cables - ATX Gaming Power Supply,79.99,NZXT,PA-6G1BB-US,650 W,80+ Gold,https://amazon.com/dp/B09YZ2THMB?tag=pcbuilder00-20
"Gigabyte GP-P450B (80 Plus Bronze Certified, Quiet Fan, Active Power Protection, Power Supply)",79.99,Gigabyte,P450B,450 W,80+ Bronze,https://amazon.com/dp/B08DK7YPX4?tag=pcbuilder00-20
"Cooler Master MasterWatt, 80+ Bronze Certified 750W Semi-fanless Modular Power Supply",79.99,Cooler Master,MasterWatt,750 W,80+ Bronze,https://amazon.com/dp/B074ZLQZH6?tag=pcbuilder00-20
"MSI MPG Series Power Supply (PSU): 650 Watt, Full Modular, 80 PLUS Gold Certified",79.99,MSI,A650GF,650 W,80+ Gold,https://amazon.com/dp/B08PDV45F8?tag=pcbuilder00-20
New 2020 80+ Gold Certified Fully Modular 750W High Performance Gaming Power Supply Support RTX3-series & AMD RX6-series GPU ApexGaming AG-750M PSU,79.99,ApexGaming,AG-750M,750 W,80+ Gold,https://amazon.com/dp/B079GFTB8F?tag=pcbuilder00-20
"Seasonic S12III 550, 80+ Bronze Certified 550W ATX Power Supply",79.99,Seasonic,S12III,550 W,80+ Bronze,https://amazon.com/dp/B07MWGZT5N?tag=pcbuilder00-20
Apevia ATX-GX1000W Galaxy 1000W 80+ Gold Certified Active PFC ATX Semi-Modular Gaming Power Supply,79.99,Apevia,ATX-GX1000W,1000 W,80+ Gold,https://amazon.com/dp/B0941WP4XB?tag=pcbuilder00-20
"ZEUS GAMDIAS RGB Gaming PC Power Supply 750W 80 Plus Gold Certified 750 Watt PSU for Computers with Active PFC, Sync with RGB Motherboards",79.99,ZEUS GAMDIAS,KRATOS P1A-750G,750 W,80+ Gold,https://amazon.com/dp/B08W56VRL5?tag=pcbuilder00-20
FSP Hydro GE 550W 80 PLUS Gold Certified Full Modular Active PFC Power Supply,79.99,FSP,HGE550,550 W,80+ Gold,https://amazon.com/dp/B077V9SVSK?tag=pcbuilder00-20
"CORSAIR RM Series (2021), RM650, 650 Watt, 80 PLUS GOLD Certified, Fully Modular Power Supply",79.99,Corsair,RM650,650 W,80+ Gold,https://amazon.com/dp/B093NGBKKD?tag=pcbuilder00-20
"Rosewill CFZ750 750W ATX Semi Modular Gaming Power Supply | 80 Plus Bronze Certified, Single +12V Rail | Continuous Power | Intel 4th Gen CPU Read, SLI & Crossfire Ready",79.99,Rosewill,CFZ750,750 W,80+ Bronze,https://amazon.com/dp/B08RQZTZG5?tag=pcbuilder00-20
Rosewill Green Series 430W 80 Plus Certified ATX12V/EPS12V Power Supply RG430-S12,80,Rosewill,RG430-S12,430 W,80+,https://amazon.com/dp/B004GLBID2?tag=pcbuilder00-20
"Cooler Master MWE 600 Bronze, 80+ Bronze Certified 600W Power Supply",80.49,Cooler Master,MWE 600,600 W,80+ Bronze,https://amazon.com/dp/B074ZR8D6P?tag=pcbuilder00-20
"Xilence 500W Performance C ErP2014, XN042",80.6,Xilence,XN042,500 W,80,https://amazon.com/dp/B00OZ08W3S?tag=pcbuilder00-20
Antec Basiq BP350 350 Watt Power Supply,82.02,Antec,BP350,350 W,80+,https://amazon.com/dp/B000H9J3ZC?tag=pcbuilder00-20
ADATA XPG Pylon 650W 80 Plus Bronze Certified 120mm Fluid Dynamic Bearing Fan Power Supply,82.11,ADATA,Pylon 650,650 W,80+ Bronze,https://amazon.com/dp/B08G7Q7TL2?tag=pcbuilder00-20
"Cooler Master V550 Gold White Edition V2 Full Modular, 550W, 80+ Gold Efficiency, Semi-fanless Operation, 16AWG PCIe high-Efficiency Cables",83.77,Cooler Master,V550 V2,550 W,80+ Gold,https://amazon.com/dp/B08G38N88V?tag=pcbuilder00-20
"CORSAIR RM Series, RM750, 750 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",83.99,Corsair,RM750,750 W,80+ Gold,https://amazon.com/dp/B093R3HVCK?tag=pcbuilder00-20
DeepCool PM750D 80+ Gold Power Supply,84.32,DeepCool,R-PM750D-FA0B-US,750 W,80+ Gold,https://amazon.com/dp/B09Y5M2422?tag=pcbuilder00-20
"Corsair CX-M Series, CX450M, Modular Power Supply, 80 PLUS Bronze",84.49,Corsair,CP-9020219-NA,450 W,80+ Bronze,https://amazon.com/dp/B09HWTHDVZ?tag=pcbuilder00-20
Antec NE550M,84.5,Antec,NE550M,550 W,80+ Bronze,https://amazon.com/dp/B071DS7659?tag=pcbuilder00-20
"EVGA 600 GD, 80+ Gold Certified 600W ATX Power Supply",84.99,EVGA,GD (2019),600 W,80+ Gold,https://amazon.com/dp/B07W5WZCTR?tag=pcbuilder00-20
"PowerSpec 750W Power Supply Semi Modular 80 Plus Bronze Certified ATX PSU Active PFC SLI Crossfire Ready Gaming PC Computer Power Supplies, PS 750BSM",84.99,PowerSpec,PS 750BSM,750 W,80+ Bronze,https://amazon.com/dp/B08YYJHNMH?tag=pcbuilder00-20
"Thermaltake Smart Pro RGB, 80+ Bronze Certified 650W Fully Modular PSU with Ultra Quiet Smart Zero 256-Color RGB",85,Thermaltake,Smart Pro RGB,650 W,80+ Bronze,https://amazon.com/dp/B01N5LEHTS?tag=pcbuilder00-20
"Thermaltake Smart Pro RGB, 80+ Bronze Certified 750W Smart Zero 256-Color RGB Fan Fully Modular ATX Power Supply",85.99,Thermaltake,Smart Pro RGB,750 W,80+ Bronze,https://amazon.com/dp/B01NCRRCRR?tag=pcbuilder00-20
Compucase Enterprises VTEX2750 Psu Cougar 750w Vte X2 750 Rt,86.47,COUGAR,VTE X2 750,750 W,80+,https://amazon.com/dp/B0B9HRHBYR?tag=pcbuilder00-20
SilverStone Technology 450W SFX Form Factor 80 Plus Bronze Power Supply,87.19,SilverStone Technology,ST45SF V3,450 W,80+ Bronze,https://amazon.com/dp/B01LZFMKCI?tag=pcbuilder00-20
Xilence XP600,87.45,XILENCEPOWER,XN044,600 W,,https://amazon.com/dp/B00OZ0G3TI?tag=pcbuilder00-20
Thermaltake Smart BM3 850W 80Plus Bronze ATX 3.0 & PCIE 5.0 Ready Semi-Modular Power Supply,87.57,Thermaltake,PS-SPD-0850MNFABU-3,850 W,80+ Bronze,https://amazon.com/dp/B0CFWMX4R8?tag=pcbuilder00-20
"Gigabyte PB500 80 Plus Bronze 500W, Quiet Fan, Active Power Protection, Power Supply",87.57,Gigabyte,GP-PB500,500 W,80+ Bronze,https://amazon.com/dp/B06XYT17MC?tag=pcbuilder00-20
"Thermaltake Smart Pro RGB, 80+ Bronze Certified 850W Smart Zero 256-Color RGB Fan Fully Modular ATX Power Supply",87.96,Thermaltake,Smart Pro RGB,850 W,80+ Bronze,https://amazon.com/dp/B01N2ZU83P?tag=pcbuilder00-20
Alimentation ATX Antec Value Power VP600P Plus - 600W 0-761345-11654-1,87.98,Antec,0-761345-11654-1,600 W,80+,https://amazon.com/dp/B07NC5FGWB?tag=pcbuilder00-20
Apex Allied 400W ATX Power Supply (AL-A400ATX),88.02,APEX LEGENDS,AL-A400ATX,400 W,80+,https://amazon.com/dp/B00008ZPNA?tag=pcbuilder00-20
Thermaltake Smart Led Fan 8CM/Blue,88.45,Thermaltake,A2016,750 W,80+ Bronze,https://amazon.com/dp/B0002F8ZHI?tag=pcbuilder00-20
Cooler Master MWE Bronze V2 700 - Stromversorgung - 700 Watt,89.49,Cooler Master,MPE-7001-ACAAB-EU,700 W,80+ Bronze,https://amazon.com/dp/B0812BM3YY?tag=pcbuilder00-20
"EVGA 750 B5, 80 Plus Bronze Certified 750W Fully Modular Power Supply with EVGA ECO Mode",89.5,EVGA,B5,750 W,80+ Bronze,https://amazon.com/dp/B084R89CJ5?tag=pcbuilder00-20
"EVGA 550 B5, 80 Plus Bronze 550W Fully Modular Power Supply with EVGA ECO Mode",89.52,EVGA,B5,550 W,80+ Bronze,https://amazon.com/dp/B084RGH8W4?tag=pcbuilder00-20
Antec VP Plus VP550 Plus 550W ATX12V / EPS12V 80 Plus Certified Non-Modular Active PFC Power Supply,89.52,Antec,VP550 PLUS,550 W,80+,https://amazon.com/dp/B07JG617FV?tag=pcbuilder00-20
"EVGA SuperNOVA 650 GT, 80 Plus Gold 650W, Fully Modular, Auto Eco Mode with FDB Fan, 7 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-GT-0650-Y1",89.75,EVGA,220-GT-0650-Y1,650 W,80+ Gold,https://amazon.com/dp/B088SSX883?tag=pcbuilder00-20
"ROSEWILL Computer Lepton, 80 Plus Gold Certified 600W Modular Gaming Power Supply",89.95,Rosewill,LEPTON,600 W,80+ Gold,https://amazon.com/dp/B077PZG8F5?tag=pcbuilder00-20
Thermaltake Toughpower GF1 750W Snow Edition SLI/Crossfire Ready 80+ Gold Ultra Quiet 140mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply 10 Year Warranty PS-TPD-0750FNFAGU-W,89.99,Thermaltake,PS-TPD-0750FNFAGU-W,750 W,80+ Gold,https://amazon.com/dp/B09SB42ZNH?tag=pcbuilder00-20
NZXT C650 Bronze - PA-6B1BB-US - 650 Watt PSU - 80 Plus Bronze Certified - DC-DC technology - Semi Modular Design - Sleeved Cables - ATX Gaming Power Supply,89.99,NZXT,PA-6B1BB-US,650 W,80+ Bronze,https://amazon.com/dp/B09H3KMQZ6?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply / PSU, GLACIER Series 700 Watt 80 PLUS Bronze Certified PSU with Silent 135mm Fan with Auto Fan Speed Control",89.99,Rosewill,Glacier 700M,700 W,80+ Bronze,https://amazon.com/dp/B00S7UU0UA?tag=pcbuilder00-20
"Antec NeoECO Gold Zen NE700G Series, 80 Plus Gold Certified 700W Non-Modular Active PFC Power Supply",89.99,Antec,NeoECO Gold ZEN,700 W,80+ Gold,https://amazon.com/dp/B07XDHHTX8?tag=pcbuilder00-20
GIGABYTE GP-UD750GM 750W 80 Plus Gold Certified Fully Modular Power Supply,89.99,Gigabyte,GP-UD750GM,750 W,80+ Gold,https://amazon.com/dp/B09VK3TVK2?tag=pcbuilder00-20
PowerSpec 750 Watt 80 Plus Gold Fully Modular ATX Power Supply,89.99,PowerSpec,PS 750GFM,750 W,80+ Gold,https://amazon.com/dp/B07FB38B8R?tag=pcbuilder00-20
Cougar VTE600 80+ Bronze 600 Watt ATX Power Supply with Ultra-Silent Fan,89.99,COUGAR,VTE600,600 W,80+ Bronze,https://amazon.com/dp/B071RV6FPX?tag=pcbuilder00-20
FSP Hydro GE 650W 80 PLUS Gold Certified Full Modular Active PFC Power Supply,89.99,FSP,HGE650,650 W,80+ Gold,https://amazon.com/dp/B077VJDWZ1?tag=pcbuilder00-20
"Cooler Master MWE 550 Bronze, 80+ Bronze Certified 550W Power Supply",89.99,Cooler Master,MWE 550,550 W,80+ Bronze,https://amazon.com/dp/B074ZQXBHX?tag=pcbuilder00-20
"Cooler Master G500 Gold Power Supply, 500W 80+ Gold Efficiency, Intel ATX Version 2.52",89.99,Cooler Master,MPW-5001-ACAAG-US,500 W,80+ Gold,https://amazon.com/dp/B09JQ8QNLN?tag=pcbuilder00-20
Kingwin Maximum Power Supply 1050 Watts ATX ABT-1050MM,89.99,Kingwin,ABT-1050MM,1050 W,80+,https://amazon.com/dp/B0037XXM70?tag=pcbuilder00-20
"Super Flower Leadex III Bronze PRO 550W 80+ Bronze, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",89.99,Super Flower,Leadex III,550 W,80+ Bronze,https://amazon.com/dp/B08H1BWR87?tag=pcbuilder00-20
"EVGA 700 GE, 80 Plus Gold 700W, Eco Mode, 5 Year Warranty, Power Supply 200-GE-0700-V1",89.99,EVGA,200-GE-0700-V1,700 W,80+ Gold,https://amazon.com/dp/B0C1ZX7P1W?tag=pcbuilder00-20
DeepCool PM850D 80+ Gold Power Supply,90.14,DeepCool,R-PM850D-FA0B-US,850 W,80+ Gold,https://amazon.com/dp/B09Y5LRPKZ?tag=pcbuilder00-20
"Corsair CX550F RGB, 550 Watt, 80 PLUS Bronze, Fully Modular RGB Power Supply",90.66,Corsair,CP-9020216-NA,550 W,80+ Bronze,https://amazon.com/dp/B08FVHGKDY?tag=pcbuilder00-20
be quiet! BN292 Quiet! Pure Power 11 400W Cases & Hardware PSUs,90.77,be quiet!,Pure Power 11,400 W,80+ Gold,https://amazon.com/dp/B07JJKPNRH?tag=pcbuilder00-20
"ThermalTake TR2 S 700W POWER SUPPLY 80PLUS 120MM FAN, PS-TRS-0700NPCWEU-2 (80PLUS 120MM FAN)",91.19,Thermaltake,PS-TRS-0700NPCWEU-2,700 W,80+,https://amazon.com/dp/B016WFYCFU?tag=pcbuilder00-20
be quiet! System Power 10 550W ATX24 BN327,91.39,be quiet!,BN327,550 W,80+ Bronze,https://amazon.com/dp/B0BJVMJ887?tag=pcbuilder00-20
Alimentation ATX Thermaltake Toughpower GX1 700W,91.82,Thermaltake,PS-TPD-0700NNFAGE-1,600 W,80+ Gold,https://amazon.com/dp/B07C2JZFDD?tag=pcbuilder00-20
"MSI MPG Series Power Supply (PSU): 750 Watt, Full Modular, 80 PLUS Gold Certified",91.95,MSI,MPGA750GF,750 W,80+ Gold,https://amazon.com/dp/B08PDZ5ZLT?tag=pcbuilder00-20
"EVGA 750 BQ, 80+ Bronze 750W Semi Modular Power Supply",92.99,EVGA,BQ,750 W,80+ Bronze,https://amazon.com/dp/B01FYDUDJ0?tag=pcbuilder00-20
"BE Quiet! System Power 9, 80+ Bronze Certified 400W ATX Power Supply",93.58,be quiet!,System Power 9,400 W,80+ Bronze,https://amazon.com/dp/B079KG3TZ5?tag=pcbuilder00-20
"EVGA 650 GQ, 80+ Gold Certified 650W Semi Modular Power Supply with EVGA ECO Mode",93.89,EVGA,GQ,650 W,80+ Gold,https://amazon.com/dp/B017HA3SQ8?tag=pcbuilder00-20
"Corsair CX-M Series, CX750M, Modular Power Supply, 80 Plus Bronze, Black",93.99,Corsair,CP-9020222-NA,750 W,80+ Bronze,https://amazon.com/dp/B093ND8LML?tag=pcbuilder00-20
"Antec NeoECO Gold Zen, 80+ Gold Certified 600W ATX Power Supply",93.99,Antec,NeoECO Gold ZEN,600 W,80+ Gold,https://amazon.com/dp/B07XDHXTB3?tag=pcbuilder00-20
DeepCool PM650D 80+ Gold Power Supply,94.51,DeepCool,R-PM650D-FA0B-US,650 W,80+ Gold,https://amazon.com/dp/B09RV88ZQZ?tag=pcbuilder00-20
Apevia ATX-JP1000W Jupiter 1000W 80 Plus Bronze Certified Active PFC High Performance ATX Gaming Power Supply,94.84,Apevia,ATX-JP1000W,1000 W,80+ Bronze,https://amazon.com/dp/B01IE0C8WU?tag=pcbuilder00-20
"EVGA 700 BQ, 80+ Bronze 700W, Semi Modular, 5 Year Warranty, Power Supply 110-BQ-0700-V1",94.9,EVGA,110-BQ-0700-V1,700 W,80+ Bronze,https://amazon.com/dp/B0877B3TJJ?tag=pcbuilder00-20
"Pure Power 12 M 550W, ATX 3.0, 80 Plus® Gold, Modular Power Supply, for PCIe 5.0 GPUs",94.9,be quiet!,BN502,550 W,80+ Gold,https://amazon.com/dp/B0BVXTHGGN?tag=pcbuilder00-20
GAMEMAX Rampage Series 850W PCIe 5.0 80 Plus Gold Certified Fully Modular Power Supply,94.99,GAMEMAX,GX-850 PRO BK,850 W,80+ Gold,https://amazon.com/dp/B0BP26PQ1P?tag=pcbuilder00-20
XPG Core Reactor II Modular PSU: ATX3.0-80 Plus Gold - ATX - Fully Modular Power Supply,94.99,XPG,COREREACTORII650G-BKCUS,650 W,80+ Gold,https://amazon.com/dp/B0CBQW8NNR?tag=pcbuilder00-20
"EVGA SuperNOVA 650 G+, 80+ Plus Gold Certified 650W Fully Modular ATX Power Supply with FDB Fan",94.99,EVGA,SuperNOVA G1+,650 W,80+ Gold,https://amazon.com/dp/B0797CDK7J?tag=pcbuilder00-20
Alimentation ATX Xilence Performance A+ III - 550W,95.11,Xilence,XN083,550 W,80+ Bronze,https://amazon.com/dp/B082F2RYF5?tag=pcbuilder00-20
SFX POWER 3,95.49,be quiet!,BN320,300 W,80+ Bronze,https://amazon.com/dp/B0937GNL7W?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80 Plus Gold Certified 600W Modular Power Supply",95.66,be quiet!,Pure Power 11,600 W,80+ Gold,https://amazon.com/dp/B07PL3TWG6?tag=pcbuilder00-20
"CORSAIR RM Series (2021), RM850, 850 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",95.99,Corsair,RM850,850 W,80+ Gold,https://amazon.com/dp/B093NQKFGC?tag=pcbuilder00-20
Lepa MaxBron 1000W 80PLUS Bronze Hybrid Modular ATX Power Supply,96,LEPA,B1000-MB,1000 W,80+ Bronze,https://amazon.com/dp/B00F3ZNDME?tag=pcbuilder00-20
"EVGA 650 Bq, 80+ Bronze 650W Semi Modular Power Supply Includes Free Power On Self Tester",96.07,EVGA,BQ,650 W,80+ Bronze,https://amazon.com/dp/B01FYDU8X6?tag=pcbuilder00-20
Antec Value Power VP700P Plus Power Supply 80 Plus 230V,96.76,Antec,0-761345-11657-2,700 W,80+,https://amazon.com/dp/B07KYR9F24?tag=pcbuilder00-20
"EVGA Supernova 650 G6, 80 Plus Gold 650W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty",97.03,EVGA,220-G6-0650-X1,650 W,80+ Gold,https://amazon.com/dp/B08WJJQRGB?tag=pcbuilder00-20
Thermaltake Toughpower GX1 RGB 700W Gold SLI/Crossfire Ready Continuous Power RGB LED ATX12V v2.4 / EPS v2.92 80 Plus Gold Certified 5 Year Warranty Non Modular Power Supply PS-TPD-0700NHFAGU-1,97.36,Thermaltake,PS-TPD-0700NHFAGU-1,750 W,80+ Gold,https://amazon.com/dp/B07NPL4B2C?tag=pcbuilder00-20
Silverstone Tek 700W +12V Rail 80PLUS Bronze 100% Fully Modular Active PFC Power Supply ATX12V/EPS12V 700 Power Supply,97.44,SilverStone Technology,Tek ST70F,700 W,80+ Bronze,https://amazon.com/dp/B00S5V5C4A?tag=pcbuilder00-20
"Super Flower Leadex III Gold 550W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",97.74,SUPER FLOWER,Leadex III,650 W,80+ Gold,https://amazon.com/dp/B07TJYNGB8?tag=pcbuilder00-20
SFX 450W BeQuiet! SFX Power 3 |80+ Bronze,97.81,be quiet!,BN321,450 W,80+ Bronze,https://amazon.com/dp/B0937H4WJW?tag=pcbuilder00-20
"EVGA SuperNOVA 750 GT, 80 Plus Gold 750W, Fully Modular, Auto Eco Mode with FDB Fan, 7 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-GT-0750-Y1",97.99,EVGA,220-GT-0750-Y1,750 W,80+ Gold,https://amazon.com/dp/B088SV1FH9?tag=pcbuilder00-20
Seasonic Power Supply SS-400ET Bronze 80+ ATX 400W/PFC/+12Vx2/SATAx2/PCIE RoHS 12cm Bulk,98,Seasonic,SS-400ET BRONZE,400 W,80+ Bronze,https://amazon.com/dp/B004GWZRRO?tag=pcbuilder00-20
"Corsair CX750F RGB, 750 Watt, 80 PLUS Bronze, Fully Modular RGB White Power Supply",98.37,Corsair,CX750F,750 W,80+ Bronze,https://amazon.com/dp/B08FVCD21D?tag=pcbuilder00-20
Seasonic S12II 520 SS-520GB 520W 80+ Bronze ATX12V & EPS12V Direct Cable Wire 105 °C Japanese Capacitor Power Supply,98.68,Seasonic,"S12II 520 BRONZE, SS-520GB",520 W,80+ Bronze,https://amazon.com/dp/B00390P1NO?tag=pcbuilder00-20
Antec NeoECO Modular NE650M Power Supply 650 Watts 80 Plus Bronze Certified,98.99,Antec,NE650M,650 W,80+ Bronze,https://amazon.com/dp/B0716GK7Z6?tag=pcbuilder00-20
"ASUS ROG Strix 650, Full Modular 80 Plus Gold Certified 650W ATX Power Supply with 0dB Axial Tech Fan",99,ASUS,ROG Strix 650,650 W,80+ Gold,https://amazon.com/dp/B07YXKM3KZ?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply/PSU, Glacier Series 850 Watt 80 Plus Bronze Certified PSU with Silent 135mm Fan with Auto Fan Speed Control",99,Rosewill,Glacier 850M,850 W,80+ Bronze,https://amazon.com/dp/B00SAYCOYI?tag=pcbuilder00-20
"EVGA 800 GE, 80 Plus Gold 800W, Eco Mode, 5 Year Warranty, Power Supply 200-GE-0800-V1",99.42,EVGA,200-GE-0800-V1,800 W,80+ Gold,https://amazon.com/dp/B0C1ZXDZF2?tag=pcbuilder00-20
Seasonic Power Supply SS-600ES 600W ATX12V (v2.2) 8cm 80PLUS BRONZE Retail,99.81,Seasonic,SS-600ES,600 W,80+ Bronze,https://amazon.com/dp/B0065SHMYI?tag=pcbuilder00-20
Thermaltake Toughpower GX3 850W 80Plus Gold SLI/Crossfire Ready ATX 3.0 Power Supply,99.83,Thermaltake,PS-TPD-0850NNFAGU-3,850 W,80+ Gold,https://amazon.com/dp/B0CBQZFPL2?tag=pcbuilder00-20
ThermalTake Berlin 630W 80Plus,99.89,Thermaltake,W0393RE,630 W,80+,https://amazon.com/dp/B004YISIB2?tag=pcbuilder00-20
"be quiet! Pure Power 11 700W, BN631, 80 Plus Gold, Power Supply",99.9,be quiet!,Pure Power 11,700 W,80+ Gold,https://amazon.com/dp/B07PGRRZZS?tag=pcbuilder00-20
Cooler Master eXtreme Power Plus 500w Power Supply (RS500-PCARD3-US),99.95,Cooler Master,RS500-PCARD3-US,500 W,80+,https://amazon.com/dp/B001G0WPLK?tag=pcbuilder00-20
"EVGA SuperNOVA 650 G3, 80 Plus Gold 650W Fully Modular Power Supply with Eco Mode and New HDB Fan",99.99,EVGA,SuperNOVA G3,650 W,80+ Gold,https://amazon.com/dp/B01LYGFRL6?tag=pcbuilder00-20
Thermaltake Toughpower Grand RGB 650W 80+ Gold Smart Zero 256-Color RGB Fan Fully Modular Power Supply,99.99,Thermaltake,Toughpower Grand RGB 650,650 W,80+ Gold,https://amazon.com/dp/B01N7GD5HN?tag=pcbuilder00-20
Rosewill Gaming 80 Plus Bronze 850W Full Modular Power Supply,99.99,Rosewill,HIVE-850S,850 W,80+ Bronze,https://amazon.com/dp/B00N2KAOW4?tag=pcbuilder00-20
Thermaltake Toughpower GF1 ARGB 650W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,99.99,Thermaltake,Toughpower GF1,650 W,80+ Gold,https://amazon.com/dp/B07WLZG2MV?tag=pcbuilder00-20
"EVGA SuperNOVA 450 GM, 80 Plus Gold Certified 450W Fully Modular Power Supply with ECO Mode and DBB Fan",99.99,EVGA,SuperNOVA GM,450 W,80+ Gold,https://amazon.com/dp/B07JFLNG3B?tag=pcbuilder00-20
"Thermaltake Toughpower GF A3 750W, True 300W 12VHPWR Connectors on PSU",99.99,Thermaltake,PS-TPD-0750FNFAGU-L,750 W,80+ Gold,https://amazon.com/dp/B0C1JKB652?tag=pcbuilder00-20
New 2020 80+ Gold Certified Fully Modular 850W High Performance Gaming Power Supply Support NV RTX & ATI RX GPU ApexGaming AG-850M PSU,99.99,ApexGaming,AG-850M,850 W,80+ Gold,https://amazon.com/dp/B075XGBBBS?tag=pcbuilder00-20
XPG CORE Reactor 650Watt 80 Plus Gold Certified Fully Modular Power Supply,99.99,XPG,CREACTOR650G-BKCGB,650 W,80+ Gold,https://amazon.com/dp/B07Z8J1973?tag=pcbuilder00-20
FSP Group Mini ITX Solution/Flex ATX 80 Plus Gold 400W high Efficiency Power Supply,99.99,FSP,FSP400-60FGGBA,400 W,80+ Gold,https://amazon.com/dp/B014G2OUG2?tag=pcbuilder00-20
SilverStone Tek Essential 750W 80 Plus Gold Certified Power Supply with Flat Black Cables and Quiet Fan Curve,99.99,SilverStone Technology,Essential,750 W,80+ Gold,https://amazon.com/dp/B0762R8WJ9?tag=pcbuilder00-20
Rosewill CAPSTONE 750W 80 Plus Gold Certified ATX12V/EPS12V Power Supply,99.99,Rosewill,CAPSTONE-750,750 W,80+ Gold,https://amazon.com/dp/B006BCKHIQ?tag=pcbuilder00-20
"PC Power & Cooling Power Master Series 600 Watt, 80 Plus Bronze, Semi-Modular, Active PFC, Industrial Grade ATX PC Power Supply",99.99,PC Power & Cooling,FPS0600-A2S00,600 W,80+ Bronze,https://amazon.com/dp/B075P6T9ZT?tag=pcbuilder00-20
"Super Flower Leadex III Bronze PRO 650W 80+ Bronze, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",99.99,SUPER FLOWER,Leadex III Super Pro,650 W,80+ Bronze,https://amazon.com/dp/B08H1N6SGX?tag=pcbuilder00-20
be quiet! Pure Power 10 500W 500W,100.57,be quiet!,BN273,500 W,80+ Silver,https://amazon.com/dp/B01MS8EX0W?tag=pcbuilder00-20
Thermaltake Toughpower PF1 650W 80+ Platinum Single Side SMD Compact Design Ultra Quiet 120mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply,101.99,Thermaltake,Toughpower PF1,650 W,80+ Platinum,https://amazon.com/dp/B08BR79VBX?tag=pcbuilder00-20
"ThermalTake TR2 S 600W POWER SUPPLY 80PLUS 120MM FAN, PS-TRS-0600NPCWEU-2 (80PLUS 120MM FAN)",101.99,Thermaltake,PS-TRS-0600NPCWEU-2,600 W,80+,https://amazon.com/dp/B016WFYCAK?tag=pcbuilder00-20
"be quiet! BN670 Pure Power 11 FM 550W, 80 Plus Gold Efficiency, Power Supply, ATX",103,be quiet!,BN670,550 W,80+ Gold,https://amazon.com/dp/B0948R8MZB?tag=pcbuilder00-20
"Corsair CX650F RGB, 650 Watt, 80 PLUS Bronze, Fully Modular RGB White Power Supply",103.43,Corsair,CP-9020226-NA,650 W,80+ Bronze,https://amazon.com/dp/B08FVJ4XRK?tag=pcbuilder00-20
be quiet! System Power 10 650W ATX24 BN328,103.66,be quiet!,BN328,650 W,80+ Bronze,https://amazon.com/dp/B0BJVL2PWD?tag=pcbuilder00-20
"EVGA SuperNOVA 550 GM, 80 Plus Gold 550W Fully Modular Power Supply with ECO Mode and DBB Fan",103.99,EVGA,SuperNOVA GM,550 W,80+ Gold,https://amazon.com/dp/B07JFLGGQ6?tag=pcbuilder00-20
Seasonic SS-300ES 300W 80 Plus Bronze Power Supply,104.44,Seasonic,SS-300ES Bronze,300 W,80+ Bronze,https://amazon.com/dp/B00512IXNI?tag=pcbuilder00-20
"Pure Power 12 M 650W, ATX 3.0, 80 Plus® Gold, Modular Power Supply, for PCIe 5.0 GPUs",104.9,be quiet!,BN503,650 W,80+ Gold,https://amazon.com/dp/B0BVYGNLM7?tag=pcbuilder00-20
DeepCool DQ750-M-V2L 750W ATX12V / EPS12V 80 Plus Gold Certified Fully Modular Power Supply,104.92,DEEP COOL,DQ750-M-V2L,750 W,80+ Gold,https://amazon.com/dp/B089K2Y4Q4?tag=pcbuilder00-20
XPG Core Reactor II Modular PSU: ATX3.0-80 Plus Gold - ATX - Fully Modular Power Supply,104.99,XPG,COREREACTORII750G-BKCUS,750 W,80+ Gold,https://amazon.com/dp/B0CBQWW8K7?tag=pcbuilder00-20
"SilverStone Technology SFX-L, 80 Plus Gold Certified 500W Full Modular Lengthened Power Supply",104.99,SilverStone Technology,Technology,500 W,80+ Gold,https://amazon.com/dp/B00SD9IORQ?tag=pcbuilder00-20
